Crime,Date,Address
Other,05/13/11. 05:08 AM.,1200 BLOCK OF PLUM ST SAN JOSE
Other,05/13/11. 11:10 PM.,1100 BLOCK OF S 6TH ST SAN JOSE
Other,05/13/11. 08:18 PM.,VINE ST AND WILLOW ST SAN JOSE
Other,05/13/11. 07:49 PM.,100 BLOCK OF OAK ST SAN JOSE
Other,05/13/11. 12:44 AM.,S 1ST ST AND KEYES ST SAN JOSE
Other,05/13/11. 10:57 PM.,1000 BLOCK OF S 10TH ST SAN JOSE
Other,05/13/11. 04:10 PM.,1300 BLOCK OF S 1ST ST SAN JOSE
Other,05/13/11. 12:06 PM.,900 BLOCK OF S 1ST ST SAN JOSE
Assault,05/13/11. 03:15 AM.,MONTGOMERY STREET AND HP PAVILION SAN JOSE
Shooting,05/14/11. 02:00 AM.,1100 BLOCK OF LEIGH AVENUE SAN JOSE
Robbery,05/14/11. ,1400 BLOCK OF LANDESS AVENUE SAN JOSE
Other,05/14/11. 05:48 PM.,PALM ST AND GRANT ST SAN JOSE
Other,05/14/11. 04:00 AM.,1200 BLOCK OF S 1ST ST SAN JOSE
Other,05/14/11. 06:37 PM.,600 BLOCK OF S 2ND ST SAN JOSE
Other,05/14/11. 02:28 AM.,1200 BLOCK OF S 1ST ST SAN JOSE
Robbery,05/14/11. 06:46 PM.,100 BLOCK OF OAK ST SAN JOSE
Other,05/14/11. 07:15 PM.,WILLOW ST AND LICK AV SAN JOSE
Other,05/14/11. 01:28 AM.,1400 BLOCK OF FORD AV SAN JOSE
Other,05/14/11. 11:01 PM.,800 BLOCK OF PALM ST SAN JOSE
Other,05/14/11. 11:24 PM.,1300 BLOCK OF VINE ST SAN JOSE
Other,05/14/11. 07:51 PM.,800 BLOCK OF PALM ST SAN JOSE
Other,05/14/11. 08:55 AM.,WILLOW ST AND LOCUST ST SAN JOSE
Other,05/14/11. 08:04 PM.,1000 BLOCK OF LOCUST ST SAN JOSE
Burglary,05/14/11. 11:13 AM.,200 BLOCK OF WILLOW ST SAN JOSE
Theft,05/15/11. 11:30 AM.,1500 BLOCK OF MONTEREY RD SAN JOSE
Other,05/15/11. 11:48 PM.,900 BLOCK OF S 10TH ST SAN JOSE
Other,05/15/11. 01:12 PM.,1500 BLOCK OF MONTEREY RD SAN JOSE
Shooting,05/15/11. 02:41 AM.,PREVOST ST AND W VIR SAN JOSE
Other,05/15/11. 05:24 PM.,500 BLOCK OF KEYES ST SAN JOSE
Other,05/15/11. 10:21 AM.,800 BLOCK OF LOCUST ST SAN JOSE
Other,05/15/11. 11:14 PM.,00 BLOCK OF WILLOW ST SAN JOSE
Other,05/15/11. 03:07 AM.,900 BLOCK OF PREVOST ST SAN JOSE
Theft,05/16/11. 01:18 PM.,WEST HEDDING STREET AND PARK AVENUE SAN JOSE
Arrest,05/16/11. 05:02 PM.,S 1ST ST AND WILLOW ST SAN JOSE
Other,05/16/11. 12:10 PM.,LELONG ST AND WILLOW ST SAN JOSE
Other,05/16/11. 05:29 PM.,S 1ST ST AND WILLOW ST SAN JOSE
Other,05/16/11. 03:36 PM.,1400 BLOCK OF MONTEREY SAN JOSE
Assault,05/16/11. 01:32 AM.,900 BLOCK OF S 1ST ST SAN JOSE
Other,05/16/11. 06:34 PM.,1000 BLOCK OF S 12TH ST SAN JOSE
Robbery,05/17/11. 08:17 PM.,1400 BLOCK OF LAKESHORE CIRCLE SAN JOSE
Robbery,05/17/11. 05:38 PM.,VERONA ROAD AND MONTECITO DRIVE SAN JOSE
Shooting,05/17/11. 03:31 AM.,600 BLOCK OF NORTH 12TH STREET SAN JOSE
Vandalism,05/17/11. 09:49 AM.,1200 BLOCK OF PLUM ST SAN JOSE
Theft,05/17/11. 06:43 PM.,1700 BLOCK OF SMITH AV SAN JOSE
Theft,05/17/11. 05:25 PM.,300 BLOCK OF GOODYEAR ST SAN JOSE
Shooting,05/17/11. 11:54 PM.,S 10TH ST AND PHELAN AV SAN JOSE
Other,05/17/11. 03:45 AM.,400 BLOCK OF WILLOW ST SAN JOSE
Assault,05/17/11. 09:39 AM.,700 BLOCK OF VINE ST SAN JOSE
Other,05/17/11. 03:05 PM.,1200 BLOCK OF S 1ST ST SAN JOSE
Assault,05/17/11. 03:47 PM.,300 BLOCK OF HULL AV SAN JOSE
Theft,05/18/11. 06:11 AM.,1200 BLOCK OF PLUM ST SAN JOSE
Other,05/18/11. 05:57 PM.,S 3RD ST AND MARGARE SAN JOSE
Other,05/18/11. 02:07 AM.,300 BLOCK OF KEYES ST SAN JOSE
Other,05/18/11. 08:13 PM.,900 BLOCK OF S 1ST ST SAN JOSE
Other,05/18/11. 09:16 PM.,300 BLOCK OF W VIRGINIA ST SAN JOSE
Other,05/18/11. 06:58 PM.,200 BLOCK OF WILLOW ST SAN JOSE
Other,05/18/11. 05:12 PM.,00 BLOCK OF W HUMBOLDT ST SAN JOSE
Assault,05/25/11. 08:23 PM.,1700 BLOCK OF CRUCERO DRIVE SAN JOSE
Assault,05/25/11. 10:25 AM.,GRANDBROOK WAY AND KAUAI DRIVE SAN JOSE
Shooting,05/25/11. 06:12 AM.,1600 BLOCK OF SOUTH WHITE ROAD SAN JOSE
Assault,05/27/11. 08:11 PM.,600 BLOCK OF NORDALE AVENUE SAN JOSE
Robbery,05/27/11. 12:14 PM.,1500 BLOCK OF ALMADEN EXPRESSWAY SAN JOSE
Assault,05/28/11. 12:50 AM.,EAST CAPITOL EXPRESSWAY AND EXCALIBUR DRIVE SAN JOSE
Assault,05/28/11. ,"1700 BLOCK OF SCHULTE DRIVE, SAN JOSE"
Robbery,05/31/11. 02:30 AM.,400 BLOCK OF BLOSSOM HILL ROAD SAN JOSE
Other,06/01/11. 01:45 PM.,1700 BLOCK OF HOPKINS DR SAN JOSE
Theft,06/01/11. 11:32 AM.,N SAN PEDRO ST AND W... SAN JOSE
Other,06/01/11. 07:16 PM.,E TAYLOR ST SAN JOSE
Burglary,06/01/11. 04:18 PM.,1000 BLOCK OF LEIGH AV SAN JOSE
Vandalism,06/02/11. 11:05 AM.,1700 BLOCK OF MCLAUGHLI... SAN JOSE
Other,06/02/11. 08:22 PM.,300 BLOCK OF S WILLARD AV SAN JOSE
Other,06/02/11. 11:12 PM.,PARK ESTATES WY AND ... SAN JOSE
Other,06/02/11. 12:49 AM.,1500 BLOCK OF MCGINNESS AV SAN JOSE
Other,06/02/11. 11:06 PM.,JUBILEE LN AND TRADE... SAN JOSE
Assault,06/02/11. 12:54 PM.,6200 BLOCK OF SANTA TER... SAN JOSE
Assault,06/02/11. 11:05 PM.,600 BLOCK OF N JACKSON AV SAN JOSE
Assault,06/02/11. 02:30 PM.,1300 BLOCK OF SARATOGA AV SAN JOSE
Theft,06/02/11. 02:30 PM.,1300 BLOCK OF SARATOGA AVENUE SAN JOSE
Assault,06/03/11. 10:58 PM.,00 BLOCK OF BIRCH LN SAN JOSE
Other,06/03/11. 12:38 PM.,5700 BLOCK OF WHEELSMAN PL SAN JOSE
Other,06/03/11. 09:16 AM.,2600 BLOCK OF GRANDVIEW DR SAN JOSE
Other,06/03/11. 11:53 PM.,2100 BLOCK OF MONTEREY RD SAN JOSE
Other,06/03/11. 06:22 PM.,MONTEREY RD SAN JOSE
Assault,06/03/11. 01:56 PM.,200 BLOCK OF S 28TH ST SAN JOSE
Assault,06/03/11. 09:04 PM.,300 BLOCK OF SANTANA ROW SAN JOSE
Assault,06/03/11. 08:48 PM.,2100 BLOCK OF FOREST AV SAN JOSE
Assault,06/03/11. 03:36 AM.,00 BLOCK OF S 21ST ST SAN JOSE
Theft,06/03/11. 01:00 PM.,LATIMER AVENUE AND SOUTHWOOD DRIVE SAN JOSE
Robbery,06/03/11. 02:00 AM.,SIXTH AND SAN FERNANDO STREETS SAN JOSE
Other,06/04/11. 02:47 PM.,3600 BLOCK OF HILLCAP AV SAN JOSE
Other,06/04/11. 04:46 AM.,PAGE ST AND CHIECHI AV SAN JOSE
Arrest,06/04/11. 08:03 PM.,E JULIAN ST AND N 10... SAN JOSE
Other,06/04/11. 01:42 PM.,1800 BLOCK OF BRADFORD WY SAN JOSE
Other,06/04/11. 01:26 AM.,00 BLOCK OF E SANTA CLA... SAN JOSE
Assault,06/04/11. 02:10 AM.,100 BLOCK OF S 1ST ST SAN JOSE
Assault,06/04/11. 02:11 AM.,100 BLOCK OF SOUTH FIRST STREET SAN JOSE
Arrest,06/05/11. 06:32 PM.,BRANHAM LN AND MIA CL SAN JOSE
Other,06/05/11. 03:36 AM.,600 BLOCK OF TRACE AV SAN JOSE
Theft,06/05/11. 12:40 PM.,2100 BLOCK OF LANAI AV SAN JOSE
Theft,06/05/11. 04:18 AM.,1700 BLOCK OF AIRPORT BL SAN JOSE
Assault,06/05/11. 08:19 AM.,300 BLOCK OF SANTANA ROW SAN JOSE
Assault,06/05/11. 02:23 AM.,900 BLOCK OF W JULIAN ST SAN JOSE
Assault,06/05/11. 07:38 PM.,700 BLOCK OF N 2ND ST SAN JOSE
Assault,06/05/11. 10:03 PM.,2100 BLOCK OF LAURELEI AV SAN JOSE
Other,06/05/11. 01:09 AM.,300 BLOCK OF S 1ST ST SAN JOSE
Other,06/05/11. 12:18 AM.,1500 BLOCK OF MIDFIELD AV SAN JOSE
Assault,06/05/11. 04:17 PM.,2000 BLOCK OF N 1ST ST SAN JOSE
Burglary,06/05/11. 02:11 AM.,600 BLOCK OF N 1ST ST SAN JOSE
Assault,06/05/11. 06:19 PM.,5700 BLOCK OF VIA MONTE DR SAN JOSE
Assault,06/05/11. 02:40 AM.,200 BLOCK OF N JACKSON AV SAN JOSE
Shooting,06/05/11. 02:30 AM.,TULLY AND SENTER ROADS SAN JOSE
Robbery,06/05/11. 08:40 AM.,PORTER LANE AND ALUM ROCK AVENUE SAN JOSE
Other,06/06/11. 10:54 PM.,200 BLOCK OF N 4TH ST SAN JOSE
Robbery,06/06/11. 06:28 PM.,600 BLOCK OF BALFOUR DR SAN JOSE
Arrest,06/06/11. 06:20 PM.,WHITTON AV AND S 33R... SAN JOSE
Arrest,06/06/11. 09:30 PM.,2400 BLOCK OF STORY RD SAN JOSE
Assault,06/06/11. 01:54 PM.,GAY AV AND MINIDOKA AV SAN JOSE
Other,06/06/11. 08:29 PM.,400 BLOCK OF PAGE ST SAN JOSE
Other,06/06/11. 02:26 PM.,1500 BLOCK OF WHITTON AV SAN JOSE
Assault,06/06/11. 01:58 PM.,1500 BLOCK OF BRANHAM LN SAN JOSE
Assault,06/06/11. 11:14 AM.,100 BLOCK OF TOPEKA AV SAN JOSE
Assault,06/06/11. 04:19 PM.,900 BLOCK OF S 1ST ST SAN JOSE
Assault,06/06/11. 03:11 PM.,400 BLOCK OF LEWIS RD SAN JOSE
Robbery,06/06/11. 09:48 PM.,500 BLOCK OF SOUTH FIFTH STREET SAN JOSE
Arrest,06/06/11. 09:30 PM.,2000 BLOCK OF STORY ROAD SAN JOSE
Robbery,06/06/11. 06:28 PM.,LONE BLUFF WAY AND PINTO DRIVE SAN JOSE
Robbery,06/06/11. 06:20 PM.,1500 BLOCK OF SCOTTY STREET SAN JOSE
Shooting,06/06/11. 04:20 PM.,900 BLOCK OF S. FIRST ST SAN JOSE
Theft,06/06/11. 11:52 AM.,2700 BLOCK OF SOUTH BASCOM AVENUE SAN JOSE
Assault,06/06/11. 01:54 AM.,700 BLOCK OF NORTHRUP STREET SAN JOSE
Robbery,06/07/11. 07:48 PM.,200 BLOCK OF COY DR SAN JOSE
Other,06/07/11. 05:00 AM.,1000 BLOCK OF SUMMERSHO SAN JOSE
Assault,06/07/11. 02:48 PM.,4600 BLOCK OF MONTECITO CT SAN JOSE
Assault,06/07/11. 02:48 PM.,3500 BLOCK OF GUM TREE DR SAN JOSE
Burglary,06/07/11. 01:44 PM.,1900 BLOCK OF CAPE HORN DR SAN JOSE
Robbery,06/07/11. 07:50 PM.,COY DRIVE AND SIGRID WAY SAN JOSE
Arrest,06/07/11. 07:00 AM.,200 BLOCK OF BLOSSOM HILL ROAD SAN JOSE
Arrest,06/08/11. 05:03 AM.,100 BLOCK OF BERNAL RD SAN JOSE
Arrest,06/08/11. 09:47 PM.,1100 BLOCK OF S 7TH ST SAN JOSE
Assault,06/08/11. 09:03 PM.,3200 BLOCK OF LOMA VERD... SAN JOSE
Shooting,06/08/11. 01:20 AM.,2000 BLOCK OF TOSCA WAY SAN JOSE
Arrest,06/09/11. 03:30 AM.,MCKEE RD AND EL RANC... SAN JOSE
Other,06/09/11. 07:03 PM.,3400 BLOCK OF WOODYEND CT SAN JOSE
Other,06/09/11. 11:50 PM.,STORY RD AND E CAPIT... SAN JOSE
Other,06/09/11. 10:07 PM.,S 3RD ST AND E SAN S... SAN JOSE
Other,06/09/11. 11:44 PM.,5400 BLOCK OF JUDITH ST SAN JOSE
Assault,06/09/11. 09:49 PM.,00 BLOCK OF E SAN CARLO SAN JOSE
Shooting,06/09/11. 11:28 PM.,WEST VIRGINIA AND PALM STREETS SAN JOSE
Robbery,06/09/11. 07:37 PM.,2500 BLOCK OF ALUM ROCK AVENUE SAN JOSE
Assault,06/09/11. 09:49 PM.,00 BLOCK OF E. SAN CARLOS ST SAN JOSE
Assault,06/09/11. 09:50 PM.,EAST SAN CARLOS AND SOUTH THIRD ST SAN JOSE
Robbery,06/10/11. 12:23 AM.,4300 BLOCK OF NORWALK DR SAN JOSE
Arrest,06/10/11. 11:56 PM.,400 BLOCK OF N 4TH ST SAN JOSE
Arrest,06/10/11. 09:44 AM.,S KING RD AND E SAN ... SAN JOSE
Arrest,06/10/11. 01:58 AM.,MOORPARK AV AND SAN ... SAN JOSE
Other,06/10/11. 01:14 AM.,400 BLOCK OF COLONY COV... SAN JOSE
Other,06/10/11. 11:38 PM.,1300 BLOCK OF PIEDMONT RD SAN JOSE
Burglary,06/10/11. 06:46 AM.,900 BLOCK OF E SANTA CL... SAN JOSE
Burglary,06/10/11. 10:35 PM.,5500 BLOCK OF PERUGIA CL SAN JOSE
Assault,06/10/11. 09:36 PM.,MCKEE RD AND TOYON AV SAN JOSE
Assault,06/10/11. 05:10 PM.,2400 BLOCK OF GLEN ANGU... SAN JOSE
Assault,06/10/11. 10:57 PM.,2000 BLOCK OF S BASCOM AV SAN JOSE
Shooting,06/10/11. 09:37 PM.,400 BLOCK OF TOYON AVENUE SAN JOSE
Robbery,06/10/11. 07:47 PM.,2600 BLOCK OF SENTER ROAD SAN JOSE
Robbery,06/10/11. 01:30 AM.,800 BLOCK OF ALMADEN AVENUE SAN JOSE
Theft,06/11/11. 02:29 PM.,PALMIA DR AND COTTLE RD SAN JOSE
Arrest,06/11/11. 08:27 PM.,400 BLOCK OF SERENADE WY SAN JOSE
Assault,06/11/11. 02:39 AM.,400 BLOCK OF NERDY AV SAN JOSE
Other,06/11/11. 02:07 PM.,1700 BLOCK OF TERILYN AV SAN JOSE
Other,06/11/11. 01:44 AM.,E ST JOHN ST AND N 1... SAN JOSE
Other,06/11/11. 10:28 PM.,COMMODORE DR SAN JOSE
Arrest,06/11/11. 02:41 PM.,1100 BLOCK OF STORY RD SAN JOSE
Assault,06/11/11. 12:26 PM.,1900 BLOCK OF NAPLES DR SAN JOSE
Other,06/11/11. 11:46 PM.,2400 BLOCK OF MASONIC DR SAN JOSE
Other,06/11/11. 04:23 PM.,1500 BLOCK OF EDEN AV SAN JOSE
Other,06/11/11. 06:44 PM.,1100 BLOCK OF TULLY RD SAN JOSE
Assault,06/11/11. 12:55 AM.,800 BLOCK OF PACIFIC AV SAN JOSE
Assault,06/11/11. 11:46 AM.,600 BLOCK OF CHEMEKETA DR SAN JOSE
Assault,06/11/11. 11:22 PM.,2700 BLOCK OF KOLLMAR DR SAN JOSE
Assault,06/11/11. 11:42 PM.,2700 BLOCK OF CHOPIN AV SAN JOSE
Assault,06/11/11. 01:11 AM.,2100 BLOCK OF ALMADEN RD SAN JOSE
Assault,06/11/11. 11:57 PM.,1800 BLOCK OF EVANS LN SAN JOSE
Assault,06/11/11. 10:46 PM.,1000 BLOCK OF MCLAUGHLI... SAN JOSE
Assault,06/11/11. 11:41 PM.,2700 BLOCK OF CHOPIN AVENUE SAN JOSE
Shooting,06/11/11. 11:22 PM.,2700 BLOCK OF KOLLMAR DRIVE SAN JOSE
Assault,06/11/11. 10:47 PM.,STORY ROAD AND MCLAUGHLIN AVENUE SAN JOSE
Robbery,06/11/11. 08:31 PM.,HAVANA DRIVE AND MIDFIELD AVENUE SAN JOSE
Robbery,06/11/11. 06:44 PM.,1100 BLOCK OF TULLY ROAD SAN JOSE
Robbery,06/11/11. 05:16 PM.,300 BLOCK OF JEROME STREET SAN JOSE
Robbery,06/11/11. 03:00 AM.,ALUM ROCK AND SUNSET AVENUES SAN JOSE
Assault,06/11/11. 01:10 AM.,2100 BLOCK OF CANOAS GARDENS ROAD SAN JOSE
Assault,06/11/11. 01:08 AM.,SOUTH WHITE ROAD AND EAST HILLS DRIVE SAN JOSE
Shooting,06/11/11. 02:40 AM.,400 BLOCK OF NERDY AVENUE SAN JOSE
Robbery,06/12/11. 05:55 PM.,1100 BLOCK OF LINCOLN AV SAN JOSE
Other,06/12/11. 02:06 PM.,1000 BLOCK OF THE ALAMEDA SAN JOSE
Other,06/12/11. 01:04 AM.,S 1ST ST AND E SAN F... SAN JOSE
Other,06/12/11. 10:26 AM.,1500 BLOCK OF MISSION S... SAN JOSE
Assault,06/12/11. 11:55 PM.,MONTEREY RD AND SAN SAN JOSE
Burglary,06/12/11. 12:06 PM.,1000 BLOCK OF E BROKAW RD SAN JOSE
Assault,06/12/11. 02:38 AM.,3500 BLOCK OF EASTRIDGE DR SAN JOSE
Assault,06/12/11. 01:10 PM.,3400 BLOCK OF MT PRIETA DR SAN JOSE
Assault,06/12/11. 01:31 AM.,100 BLOCK OF N 6TH ST SAN JOSE
Robbery,06/12/11. 05:55 PM.,1100 BLOCK OF LINCOLN AVENUE SAN JOSE
Shooting,06/12/11. 01:30 AM.,MARTEN AVENUE AND MOUNT PLEASANT ROAD SAN JOSE
Assault,06/13/11. 10:02 AM.,1700 BLOCK OF TECHNOLOG... SAN JOSE
Robbery,06/13/11. 11:04 AM.,3900 BLOCK OF AMBLER WY SAN JOSE
Arrest,06/13/11. 11:30 PM.,3000 BLOCK OF SAMARIA PL SAN JOSE
Other,06/13/11. 07:26 AM.,2600 BLOCK OF AIDA AV SAN JOSE
Other,06/13/11. 01:59 AM.,N 2ND ST AND E SANTA... SAN JOSE
Arrest,06/13/11. 12:53 AM.,2300 BLOCK OF LEIGH AV SAN JOSE
Assault,06/13/11. 09:17 PM.,200 BLOCK OF N JACKSON AV SAN JOSE
Assault,06/13/11. 03:42 PM.,1600 BLOCK OF MARCO DR SAN JOSE
Assault,06/13/11. 08:50 PM.,1800 BLOCK OF NORTH CAPITOL AVENUE SAN JOSE
Theft,06/13/11. 05:05 PM.,2500 BLOCK OF SOUTH KING ROAD SAN JOSE
Robbery,06/13/11. 03:45 PM.,LUNDY AVENUE AND SIERRA ROAD SAN JOSE
Robbery,06/13/11. 11:09 AM.,3900 BLOCK OF AMBLER WAY SAN JOSE
Arrest,06/14/11. 10:58 AM.,200 BLOCK OF W MISSION ST SAN JOSE
Robbery,06/14/11. 09:06 PM.,PEARL AV AND MINAS DR SAN JOSE
Arrest,06/14/11. 05:37 PM.,6200 BLOCK OF SANTA TER... SAN JOSE
Assault,06/14/11. 03:04 AM.,1200 BLOCK OF OXTON DR SAN JOSE
Assault,06/14/11. 06:00 AM.,4900 BLOCK OF SEVERANCE DR SAN JOSE
Other,06/14/11. 02:24 AM.,700 BLOCK OF CURTNER AV SAN JOSE
Other,06/14/11. 02:34 AM.,100 BLOCK OF E REED ST SAN JOSE
Assault,06/14/11. 10:01 PM.,3300 BLOCK OF REMINGTON WY SAN JOSE
Assault,06/14/11. 12:18 AM.,2100 BLOCK OF OAKLAND RD SAN JOSE
Burglary,06/14/11. 02:59 AM.,3300 BLOCK OF CADILLAC DR SAN JOSE
Assault,06/14/11. 08:52 PM.,700 BLOCK OF STATE ST SAN JOSE
Assault,06/14/11. 09:06 PM.,PEARL AVENUE AND MINAS DRIVE SAN JOSE
Assault,06/14/11. 08:53 PM.,700 BLOCK OF STATE STREET SAN JOSE
Theft,06/14/11. 12:00 PM.,HAVANA DRIVE AND MIDFIELD AVENUE SAN JOSE
Shooting,06/14/11. 03:00 AM.,1200 BLOCK OF OXTON DRIVE SAN JOSE
Theft,06/15/11. 04:57 PM.,3100 BLOCK OF SILVER CR... SAN JOSE
Assault,06/15/11. 09:09 PM.,1600 BLOCK OF TAMPA WY SAN JOSE
Arrest,06/15/11. 07:18 PM.,500 BLOCK OF LANFAIR CL SAN JOSE
Burglary,06/15/11. 09:03 PM.,3900 BLOCK OF MIRA LOMA WY SAN JOSE
Assault,06/15/11. 09:25 PM.,900 BLOCK OF E SANTA CLARA SAN JOSE
Assault,06/15/11. 09:26 PM.,900 BLOCK OF SANTA CLARA STREET SAN JOSE
Other,06/16/11. 01:09 AM.,700 BLOCK OF E ST JAMES ST SAN JOSE
Other,06/16/11. 12:50 AM.,400 BLOCK OF N 15TH ST SAN JOSE
Other,06/16/11. 03:23 PM.,00 BLOCK OF FOX AV SAN JOSE
Assault,06/16/11. 03:05 PM.,ALMADEN AV AND SUTTE... SAN JOSE
Assault,06/16/11. 05:00 AM.,1500 BLOCK OF ALUM ROCK AV SAN JOSE
Theft,06/16/11. 11:01 PM.,300 BLOCK OF ALMADEN BLVD SAN JOSE
Arrest,06/16/11. 12:00 PM.,7200 BLOCK OF CLEAR VISTA COURT SAN JOSE
Shooting,06/16/11. 01:10 AM.,700 BLOCK OF EAST ST. JAMES STREET SAN JOSE
Shooting,06/16/11. 12:50 AM.,400 BLOCK OF NORTH FIFTH STREET SAN JOSE
Robbery,06/17/11. 05:05 AM.,300 BLOCK OF SARATOGA AVE SAN JOSE
Assault,06/18/11. 12:09 AM.,2700 BLOCK OF WESTBERRY DRIVE SAN JOSE
Assault,06/21/11. 10:20 PM.,2200 BLOCK OF LANAI AVENUE SAN JOSE
Theft,06/21/11. 08:25 PM.,LIVE OAK AVENUE AND MONTEREY ROAD SAN JOSE
Burglary,06/21/11. 09:42 AM.,1000 BLOCK OF AVIS DRIVE SAN JOSE
Shooting,06/21/11. 12:54 AM.,1300 BLOCK OF EDEN AVENUE SAN JOSE
Burglary,06/24/11. 10:44 AM.,1200 BLOCK OF DANFORTH COURT SAN JOSE
Robbery,06/26/11. 12:03 AM.,200 BLOCK OF EL RANCHO VERDE SAN JOSE
Robbery,06/27/11. 04:21 PM.,800 BLOCK OF MCLAUGHLIN AVENUE SAN JOSE
Robbery,06/27/11. 09:10 AM.,2800 BLOCK OF STEVENS CREEK BLVD SAN JOSE
Arrest,07/06/11. 08:21 PM.,LUNDY AVENUE AND BERRYESSA ROAD SAN JOSE
Robbery,07/06/11. 05:46 PM.,2700 BLOCK OF ABORN ROAD SAN JOSE
Shooting,07/07/11. 12:57 AM.,JEANNE AND FORESTDALE AVENUES SAN JOSE
Shooting,07/07/11. ,EDEN AVENUE AND LOMA VERDE DRIVE SAN JOSE
Assault,07/15/11. 04:00 PM.,1600 BLOCK OF NICKEL AVENUE SAN JOSE
Robbery,07/15/11. 07:54 PM.,500 BLOCK OF WEST CAPITOL EXPRESSWAY SAN JOSE
Theft,07/15/11. 06:34 PM.,300 BLOCK OF SENTER ROAD SAN JOSE
Assault,07/15/11. 11:13 AM.,700 BLOCK OF S. BASCOM AVE SAN JOSE
Assault,07/17/11. 02:06 PM.,1000 BLOCK OF THE ALAMEDA SAN JOSE
Robbery,07/18/11. 09:30 AM.,300 BLOCK OF GIFFORD AVENUE SAN JOSE
Robbery,07/18/11. 03:00 AM.,GARCES AVENUE AND SANTA TERESA BOULEVARD SAN JOSE
Arrest,07/19/11. 12:44 PM.,STORY ROAD AND MCLAUGHLIN AVENUE SAN JOSE
Arson,07/19/11. 07:30 AM.,1000 BLOCK OF DELNA MANOR LANE SAN JOSE
Robbery,07/21/11. 07:19 PM.,ST. JAMES AND FIRST STREETS SAN JOSE
Assault,07/21/11. 04:08 AM.,100 BLOCK OF NORTH FIFTH STREET SAN JOSE
Robbery,07/21/11. 02:15 AM.,WOZ WAY AND PARK AVENUE SAN JOSE
Arrest,07/22/11. 07:20 PM.,4300 BLOCK OF THE WOODS DRIVE SAN JOSE
Arrest,07/22/11. 03:00 AM.,2100 BLOCK OF GALVESTON AVENUE SAN JOSE
Arrest,07/25/11. 02:11 AM.,COYOTE AND SENTER ROADS SAN JOSE
Robbery,07/29/11. 05:13 PM.,2500 BLOCK OF BERRYESSA ROAD SAN JOSE
Robbery,07/29/11. 03:33 PM.,200 BLOCK OF SAN JOSE AVENUE SAN JOSE
Robbery,07/29/11. 03:19 PM.,ALMADEN EXPRESSWAY AND ALMADEN ROAD SAN JOSE
Assault,07/29/11. 03:11 PM.,PLUM STREET AND ALMA AVENUE SAN JOSE
Arrest,07/29/11. 01:30 PM.,WHITE ROAD AND GAY AVENUE SAN JOSE
Assault,07/30/11. 01:59 AM.,1000 BLOCK OF TULLY ROAD SAN JOSE
Shooting,07/31/11. 09:00 PM.,ALMADEN AVENUE AND UNION STREET SAN JOSE
Assault,07/31/11. 03:30 PM.,ST. JAMES AND FIRST STREETS SAN JOSE
Arrest,07/31/11. 11:36 AM.,1200 BLOCK OF WHITTON AVENUE SAN JOSE
Arrest,07/31/11. 01:58 AM.,THIRD AND SAN SALVADOR STREETS SAN JOSE
Arrest,07/31/11. 01:40 AM.,ALMADEN ROAD AND ALMADEN EXPRESSWAY SAN JOSE
Robbery,08/01/11. 09:53 PM.,"100 BLOCK OF SOUTH WHITE ROAD, SAN JOSE"
Assault,08/01/11. 05:57 PM.,SAN TOMAS AQUINO ROAD AND HAMILTON AVENUE SAN JOSE
Robbery,08/01/11. 08:50 PM.,100 BLOCK OF SOUTH WHITE ROAD SAN JOSE
Arrest,08/02/11. 02:20 AM.,MT. MCKINLEY AND BLUE MOUNTAIN DRIVES SAN JOSE
Robbery,08/02/11. 01:00 AM.,BOYNTON AVENUE AND SOUTH KIELY BOULEVARD SAN JOSE
Robbery,08/05/11. 07:55 PM.,900 BLOCK OF MERIDIAN AVENUE SAN JOSE
Arrest,08/05/11. 05:46 PM.,PETER PAN WAY AND BAMBI LANE SAN JOSE
Arrest,08/05/11. 04:54 PM.,1900 BLOCK OF TULLY ROAD SAN JOSE
Assault,08/07/11. 02:15 AM.,19TH STREET AND SANTA CLARA SAN JOSE
Robbery,08/08/11. 07:18 PM.,OWSLEY AND CLEMENCE AVENUES SAN JOSE
Burglary,08/08/11. 09:33 AM.,LAYTON AND WESTBORO DRIVES SAN JOSE
Arrest,08/08/11. 09:30 AM.,ST. JAMES AND NORTH FIRST STREETS SAN JOSE
Robbery,08/09/11. 12:39 PM.,1500 BLOCK OF POMONA AVENUE AND 1400 BLOCK OF MONTEREY ROAD SAN JOSE
Assault,08/09/11. 10:35 AM.,NORTH 17TH AND SANTA CLARA STREETS SAN JOSE
Assault,08/09/11. 12:05 AM.,3300 BLOCK OF HOLLY DRIVE SAN JOSE
Arrest,08/10/11. ,EMPIRES AND 12TH STREETS SAN JOSE
Arrest,08/12/11. 08:08 PM.,MCLAUGHLIN AVENUE AND CARNELIAN DRIVE SAN JOSE
Arrest,08/12/11. 11:45 AM.,HAVANA DRIVE AND LANAI AVENUE SAN JOSE
Arrest,08/12/11. 10:00 AM.,14000 BLOCK OF BUCKNER DRIVE SAN JOSE
Assault,08/12/11. 12:30 AM.,SOUTH EIGHTH AND 10TH STREETS SAN JOSE
Robbery,08/12/11. 12:20 AM.,"2700 BLOCK OF FONTAINE ROAD, SAN JOSE"
Robbery,08/13/11. 11:30 PM.,LEEWARD AND AMADOR DRIVES SAN JOSE
